invoice_id,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name
676-39-6028,2019-03-30 0:00:00,17:04:00,Cash,322.2,4.7619,16.11,6.6,evening,Saturday,March
502-05-1910,2019-02-25 0:00:00,20:35:00,Credit card,195.54,4.7619,9.777,6.3,evening,Monday,February
485-30-8700,2019-03-18 0:00:00,16:10:00,Credit card,166.3,4.7619,8.315,4.2,evening,Monday,March
598-47-9715,2019-03-07 0:00:00,16:54:00,Ewallet,336.28,4.7619,16.814,4.4,evening,Thursday,March
701-69-8742,2019-03-16 0:00:00,10:11:00,Ewallet,343.7,4.7619,17.185,6.7,morning,Saturday,March
575-67-1508,2019-01-29 0:00:00,11:26:00,Ewallet,38.6,4.7619,1.93,6.7,morning,Tuesday,January
541-08-3113,2019-02-02 0:00:00,20:29:00,Cash,527.76,4.7619,26.388,8.4,evening,Saturday,February
246-11-3901,2019-02-15 0:00:00,12:12:00,Cash,328,4.7619,16.4,6.2,afternoon,Friday,February
674-15-9296,2019-01-08 0:00:00,13:05:00,Ewallet,185.7,4.7619,9.285,5,afternoon,Tuesday,January
305-18-3552,2019-02-12 0:00:00,16:19:00,Cash,603.8,4.7619,30.19,6,evening,Tuesday,February
493-65-6248,2019-01-01 0:00:00,19:48:00,Credit card,369.8,4.7619,18.49,7,evening,Tuesday,January
438-01-4015,2019-03-21 0:00:00,15:25:00,Ewallet,197.96,4.7619,9.898,6.6,afternoon,Thursday,March
709-58-4068,2019-02-28 0:00:00,14:42:00,Cash,410.9,4.7619,20.545,7.3,afternoon,Thursday,February
795-49-7276,2019-03-23 0:00:00,18:59:00,Ewallet,148.6,4.7619,7.43,8.3,evening,Saturday,March
556-72-8512,2019-01-30 0:00:00,20:47:00,Cash,22.96,4.7619,1.148,4.3,evening,Wednesday,January
627-95-3243,2019-02-04 0:00:00,13:21:00,Ewallet,699.12,4.7619,34.956,9.8,afternoon,Monday,February
686-41-0932,2019-03-13 0:00:00,19:48:00,Ewallet,69.4,4.7619,3.47,8.2,evening,Wednesday,March
510-09-5628,2019-03-15 0:00:00,18:20:00,Credit card,196.6,4.7619,9.83,7.2,evening,Friday,March
608-04-3797,2019-03-05 0:00:00,20:24:00,Ewallet,202.56,4.7619,10.128,8.7,evening,Tuesday,March
148-82-2527,2019-03-05 0:00:00,13:44:00,Credit card,121.2,4.7619,6.06,8.4,afternoon,Tuesday,March
437-53-3084,2019-02-26 0:00:00,11:48:00,Ewallet,199.78,4.7619,9.989,7.1,morning,Tuesday,February
632-32-4574,2019-03-20 0:00:00,14:14:00,Cash,607.36,4.7619,30.368,5.5,afternoon,Wednesday,March
556-97-7101,2019-01-01 0:00:00,15:51:00,Cash,126.44,4.7619,6.322,8.5,afternoon,Tuesday,January
862-59-8517,2019-01-27 0:00:00,11:17:00,Cash,541.44,4.7619,27.072,6.2,morning,Sunday,January
401-18-8016,2019-01-21 0:00:00,17:36:00,Cash,98.13,4.7619,4.9065,8.9,evening,Monday,January
420-18-8989,2019-02-02 0:00:00,15:47:00,Cash,412.16,4.7619,20.608,9.6,afternoon,Saturday,February
277-63-2961,2019-02-03 0:00:00,15:53:00,Credit card,73.97,4.7619,3.6985,5.4,afternoon,Sunday,February
573-98-8548,2019-01-05 0:00:00,12:40:00,Ewallet,31.9,4.7619,1.595,9.1,afternoon,Saturday,January
620-02-2046,2019-01-27 0:00:00,19:48:00,Ewallet,138.8,4.7619,6.94,9,evening,Sunday,January
282-35-2475,2019-03-25 0:00:00,17:53:00,Cash,186.62,4.7619,9.331,6.3,evening,Monday,March
511-54-3087,2019-02-25 0:00:00,16:36:00,Credit card,88.45,4.7619,4.4225,9.5,evening,Monday,February
726-29-6793,2019-01-28 0:00:00,20:54:00,Ewallet,193.44,4.7619,9.672,9.8,evening,Monday,January
387-49-4215,2019-01-08 0:00:00,12:50:00,Cash,145.5,4.7619,7.275,6.7,afternoon,Tuesday,January
862-17-9201,2019-01-29 0:00:00,10:48:00,Credit card,504.3,4.7619,25.215,7.7,morning,Tuesday,January
291-21-5991,2019-03-29 0:00:00,14:28:00,Cash,306.45,4.7619,15.3225,7,afternoon,Friday,March
602-80-9671,2019-02-09 0:00:00,17:15:00,Credit card,95.7,4.7619,4.785,5.1,evening,Saturday,February
347-72-6115,2019-01-16 0:00:00,18:03:00,Credit card,635.18,4.7619,31.759,6.2,evening,Wednesday,January
209-61-0206,2019-01-05 0:00:00,17:29:00,Ewallet,214.55,4.7619,10.7275,6.1,evening,Saturday,January
595-27-4851,2019-01-27 0:00:00,18:05:00,Ewallet,379.96,4.7619,18.998,9.3,evening,Sunday,January
189-52-0236,2019-03-14 0:00:00,12:07:00,Cash,696.85,4.7619,34.8425,7.6,afternoon,Thursday,March
503-07-0930,2019-02-23 0:00:00,19:49:00,Credit card,408.73,4.7619,20.4365,8.2,evening,Saturday,February
413-20-6708,2019-03-18 0:00:00,15:52:00,Ewallet,51.47,4.7619,2.5735,8.5,afternoon,Monday,March
425-85-2085,2019-03-29 0:00:00,16:48:00,Ewallet,274.3,4.7619,13.715,9.8,evening,Friday,March
521-18-7827,2019-01-22 0:00:00,20:46:00,Credit card,196.95,4.7619,9.8475,8.7,evening,Tuesday,January
220-28-1851,2019-03-01 0:00:00,18:14:00,Ewallet,69.46,4.7619,3.473,9.7,evening,Friday,March
600-38-9738,2019-01-17 0:00:00,15:05:00,Credit card,359.6,4.7619,17.98,4.3,afternoon,Thursday,January
734-91-1155,2019-03-26 0:00:00,10:34:00,Credit card,137.13,4.7619,6.8565,7.7,morning,Tuesday,March
451-28-5717,2019-03-20 0:00:00,11:23:00,Cash,499.02,4.7619,24.951,7.3,morning,Wednesday,March
609-81-8548,2019-02-06 0:00:00,13:55:00,Credit card,224.64,4.7619,11.232,5.9,afternoon,Wednesday,February
133-14-7229,2019-01-01 0:00:00,11:43:00,Cash,125.74,4.7619,6.287,5,morning,Tuesday,January
534-01-4457,2019-01-27 0:00:00,14:36:00,Credit card,490.26,4.7619,24.513,8,afternoon,Sunday,January
719-89-8991,2019-02-25 0:00:00,16:03:00,Ewallet,457.05,4.7619,22.8525,7.1,evening,Monday,February
286-62-6248,2019-01-16 0:00:00,20:03:00,Credit card,156.84,4.7619,7.842,9,evening,Wednesday,January
339-38-9982,2019-01-13 0:00:00,14:55:00,Ewallet,119.72,4.7619,5.986,6.7,afternoon,Sunday,January
827-44-5872,2019-02-07 0:00:00,11:28:00,Credit card,543.6,4.7619,27.18,6.1,morning,Thursday,February
827-77-7633,2019-02-17 0:00:00,19:41:00,Cash,882.81,4.7619,44.1405,9.3,evening,Sunday,February
287-83-1405,2019-02-12 0:00:00,19:01:00,Ewallet,152.58,4.7619,7.629,7,evening,Tuesday,February
435-13-4908,2019-01-24 0:00:00,18:04:00,Credit card,693.44,4.7619,34.672,7.2,evening,Thursday,January
857-67-9057,2019-02-06 0:00:00,19:20:00,Ewallet,229.5,4.7619,11.475,8.2,evening,Wednesday,February
236-27-1144,2019-03-26 0:00:00,10:31:00,Ewallet,146.79,4.7619,7.3395,8.4,morning,Tuesday,March
892-05-6689,2019-03-11 0:00:00,13:28:00,Ewallet,141.6,4.7619,7.08,6.2,afternoon,Monday,March
583-41-4548,2019-02-07 0:00:00,11:36:00,Ewallet,116.69,4.7619,5.8345,7.4,morning,Thursday,February
339-12-4827,2019-01-05 0:00:00,11:32:00,Credit card,73.96,4.7619,3.698,5,morning,Saturday,January
643-38-7867,2019-03-07 0:00:00,11:44:00,Ewallet,97.94,4.7619,4.897,6.9,morning,Thursday,March
308-81-0538,2019-02-25 0:00:00,17:16:00,Credit card,292.2,4.7619,14.61,4.9,evening,Monday,February
358-88-9262,2019-02-01 0:00:00,18:43:00,Ewallet,524.88,4.7619,26.244,5.1,evening,Friday,February
460-35-4390,2019-01-22 0:00:00,11:00:00,Ewallet,92.04,4.7619,4.602,9.1,morning,Tuesday,January
343-87-0864,2019-01-03 0:00:00,10:30:00,Credit card,75.88,4.7619,3.794,7.1,morning,Thursday,January
173-50-1108,2019-02-13 0:00:00,12:14:00,Credit card,80.72,4.7619,4.036,5,afternoon,Wednesday,February
243-47-2663,2019-01-28 0:00:00,16:43:00,Credit card,112.62,4.7619,5.631,5.5,evening,Monday,January
841-18-8232,2019-01-05 0:00:00,20:40:00,Credit card,71.2,4.7619,3.56,9.2,evening,Saturday,January
701-23-5550,2019-03-19 0:00:00,13:40:00,Ewallet,155.24,4.7619,7.762,4.9,afternoon,Tuesday,March
647-50-1224,2019-01-12 0:00:00,16:23:00,Ewallet,294.2,4.7619,14.71,8.9,evening,Saturday,January
541-48-8554,2019-01-07 0:00:00,12:08:00,Credit card,548.55,4.7619,27.4275,6,afternoon,Monday,January
539-21-7227,2019-01-26 0:00:00,17:45:00,Cash,257.7,4.7619,12.885,4.2,evening,Saturday,January
213-32-1216,2019-01-23 0:00:00,10:28:00,Cash,396.36,4.7619,19.818,7.3,morning,Wednesday,January
747-58-7183,2019-02-09 0:00:00,20:31:00,Ewallet,171.81,4.7619,8.5905,6.5,evening,Saturday,February
582-52-8065,2019-02-22 0:00:00,10:49:00,Cash,488.79,4.7619,24.4395,8.9,morning,Friday,February
210-57-1719,2019-02-05 0:00:00,12:34:00,Cash,524.16,4.7619,26.208,9.7,afternoon,Tuesday,February
399-69-4630,2019-03-07 0:00:00,10:23:00,Credit card,133.26,4.7619,6.663,8.6,morning,Thursday,March
134-75-2619,2019-03-25 0:00:00,18:51:00,Cash,135.24,4.7619,6.762,6.9,evening,Monday,March
356-44-8813,2019-01-20 0:00:00,13:45:00,Credit card,112.44,4.7619,5.622,7.7,afternoon,Sunday,January
198-66-9832,2019-02-04 0:00:00,19:38:00,Cash,144.08,4.7619,7.204,9.5,evening,Monday,February
283-26-5248,2019-01-30 0:00:00,20:23:00,Ewallet,985.2,4.7619,49.26,4.5,evening,Wednesday,January
712-39-0363,2019-01-02 0:00:00,15:24:00,Ewallet,249.96,4.7619,12.498,5.6,afternoon,Wednesday,January
218-59-9410,2019-03-29 0:00:00,16:54:00,Ewallet,217.26,4.7619,10.863,8.2,evening,Friday,March
174-75-0888,2019-03-14 0:00:00,12:32:00,Cash,194.22,4.7619,9.711,7.3,afternoon,Thursday,March
866-99-7614,2019-02-11 0:00:00,15:42:00,Credit card,892,4.7619,44.6,4.4,afternoon,Monday,February
134-54-4720,2019-01-30 0:00:00,13:58:00,Ewallet,339.36,4.7619,16.968,5.7,afternoon,Wednesday,January
760-90-2357,2019-03-20 0:00:00,15:08:00,Ewallet,447.06,4.7619,22.353,5,afternoon,Wednesday,March
514-37-2845,2019-03-20 0:00:00,13:02:00,Cash,198.5,4.7619,9.925,9,afternoon,Wednesday,March
698-98-5964,2019-01-17 0:00:00,13:01:00,Credit card,812.1,4.7619,40.605,6.3,afternoon,Thursday,January
718-57-9773,2019-02-03 0:00:00,16:40:00,Credit card,493.3,4.7619,24.665,9.4,evening,Sunday,February
651-88-7328,2019-01-01 0:00:00,13:55:00,Cash,591.66,4.7619,29.583,7.7,afternoon,Tuesday,January
241-11-2261,2019-01-10 0:00:00,10:33:00,Credit card,559.02,4.7619,27.951,5.5,morning,Thursday,January
408-26-9866,2019-03-02 0:00:00,16:42:00,Ewallet,517.86,4.7619,25.893,4.1,evening,Saturday,March
834-83-1826,2019-02-25 0:00:00,17:16:00,Credit card,410.2,4.7619,20.51,7.6,evening,Monday,February
343-61-3544,2019-01-29 0:00:00,11:48:00,Cash,266.7,4.7619,13.335,8.6,morning,Tuesday,January
239-48-4278,2019-03-10 0:00:00,19:35:00,Ewallet,70.91,4.7619,3.5455,8.3,evening,Sunday,March
355-34-6244,2019-01-13 0:00:00,19:55:00,Credit card,144.78,4.7619,7.239,8.1,evening,Sunday,January
550-84-8664,2019-03-22 0:00:00,14:33:00,Credit card,429.55,4.7619,21.4775,8.6,afternoon,Friday,March
339-96-8318,2019-03-01 0:00:00,19:49:00,Ewallet,569.17,4.7619,28.4585,6.3,evening,Friday,March
458-61-0011,2019-02-20 0:00:00,18:43:00,Cash,241.2,4.7619,12.06,5.8,evening,Wednesday,February
592-34-6155,2019-01-14 0:00:00,14:43:00,Ewallet,127.08,4.7619,6.354,6.2,afternoon,Monday,January
797-88-0493,2019-03-26 0:00:00,13:54:00,Cash,257.08,4.7619,12.854,7.7,afternoon,Tuesday,March
207-73-1363,2019-03-01 0:00:00,12:15:00,Ewallet,139.02,4.7619,6.951,8.1,afternoon,Friday,March
390-31-6381,2019-01-07 0:00:00,12:37:00,Cash,81.66,4.7619,4.083,7.3,afternoon,Monday,January
443-82-0585,2019-02-01 0:00:00,19:54:00,Cash,310.72,4.7619,15.536,8.4,evening,Friday,February
339-18-7061,2019-02-13 0:00:00,15:06:00,Credit card,185.96,4.7619,9.298,8,afternoon,Wednesday,February
359-90-3665,2019-01-14 0:00:00,18:03:00,Credit card,72.32,4.7619,3.616,9.5,evening,Monday,January
375-72-3056,2019-01-19 0:00:00,15:58:00,Ewallet,189.18,4.7619,9.459,7,afternoon,Saturday,January
127-47-6963,2019-03-09 0:00:00,13:53:00,Credit card,206.84,4.7619,10.342,9.8,afternoon,Saturday,March
278-86-2735,2019-03-27 0:00:00,14:03:00,Cash,157.02,4.7619,7.851,9.2,afternoon,Wednesday,March
695-28-6250,2019-02-04 0:00:00,16:38:00,Ewallet,215.3,4.7619,10.765,7.7,evening,Monday,February
379-17-6588,2019-03-14 0:00:00,11:07:00,Cash,596.1,4.7619,29.805,5.3,morning,Thursday,March
227-50-3718,2019-03-04 0:00:00,12:23:00,Cash,73.1,4.7619,3.655,4.4,afternoon,Monday,March
302-15-2162,2019-03-03 0:00:00,10:54:00,Credit card,279.18,4.7619,13.959,4.3,morning,Sunday,March
788-07-8452,2019-01-27 0:00:00,17:38:00,Ewallet,169.68,4.7619,8.484,9.4,evening,Sunday,January
560-49-6611,2019-02-07 0:00:00,14:13:00,Cash,45.58,4.7619,2.279,9.8,afternoon,Thursday,February
880-35-0356,2019-02-05 0:00:00,11:51:00,Ewallet,225.6,4.7619,11.28,4.8,morning,Tuesday,February
585-11-6748,2019-03-15 0:00:00,13:05:00,Cash,290.4,4.7619,14.52,5.3,afternoon,Friday,March
470-31-3286,2019-03-01 0:00:00,11:30:00,Credit card,44.46,4.7619,2.223,8.7,morning,Friday,March
152-68-2907,2019-02-15 0:00:00,13:30:00,Credit card,156.6,4.7619,7.83,9.5,afternoon,Friday,February
123-35-4896,2019-02-17 0:00:00,19:11:00,Ewallet,419.94,4.7619,20.997,5.3,evening,Sunday,February
258-69-7810,2019-01-26 0:00:00,18:53:00,Cash,184.25,4.7619,9.2125,9.2,evening,Saturday,January
334-64-2006,2019-03-24 0:00:00,14:22:00,Ewallet,140.64,4.7619,7.032,9.6,afternoon,Sunday,March
219-61-4139,2019-01-23 0:00:00,17:16:00,Ewallet,83.08,4.7619,4.154,6.4,evening,Wednesday,January
881-41-7302,2019-01-26 0:00:00,10:06:00,Credit card,64.99,4.7619,3.2495,4.5,morning,Saturday,January
373-09-4567,2019-03-14 0:00:00,20:35:00,Ewallet,775.6,4.7619,38.78,6.9,evening,Thursday,March
642-30-6693,2019-03-17 0:00:00,13:54:00,Ewallet,327.06,4.7619,16.353,7.8,afternoon,Sunday,March
484-22-8230,2019-01-08 0:00:00,20:08:00,Cash,363.23,4.7619,18.1615,4.5,evening,Tuesday,January
830-58-2383,2019-02-08 0:00:00,15:26:00,Cash,127,4.7619,6.35,8.6,afternoon,Friday,February
559-98-9873,2019-02-10 0:00:00,12:56:00,Ewallet,375.55,4.7619,18.7775,5.2,afternoon,Sunday,February
544-32-5024,2019-03-28 0:00:00,19:16:00,Credit card,199.16,4.7619,9.958,6.4,evening,Thursday,March
318-12-0304,2019-01-23 0:00:00,12:20:00,Ewallet,30.61,4.7619,1.5305,5.2,afternoon,Wednesday,January
349-97-8902,2019-01-17 0:00:00,10:37:00,Ewallet,115.78,4.7619,5.789,8.9,morning,Thursday,January
421-95-9805,2019-02-07 0:00:00,10:18:00,Credit card,28.96,4.7619,1.448,6.2,morning,Thursday,February
277-35-5865,2019-03-09 0:00:00,11:23:00,Cash,890.73,4.7619,44.5365,6.7,morning,Saturday,March
789-23-8625,2019-01-24 0:00:00,11:45:00,Cash,279.66,4.7619,13.983,7.2,morning,Thursday,January
284-54-4231,2019-01-19 0:00:00,16:08:00,Credit card,80.93,4.7619,4.0465,9,evening,Saturday,January
443-59-0061,2019-02-03 0:00:00,11:25:00,Ewallet,674.5,4.7619,33.725,4.2,morning,Sunday,February
509-29-3912,2019-03-20 0:00:00,12:24:00,Ewallet,348.48,4.7619,17.424,4.2,afternoon,Wednesday,March
327-40-9673,2019-01-13 0:00:00,19:51:00,Cash,435.6,4.7619,21.78,6.9,evening,Sunday,January
840-19-2096,2019-03-14 0:00:00,18:10:00,Ewallet,439.55,4.7619,21.9775,4.4,evening,Thursday,March
828-46-6863,2019-01-23 0:00:00,11:22:00,Credit card,591.18,4.7619,29.559,4,morning,Wednesday,January
641-96-3695,2019-02-07 0:00:00,17:55:00,Ewallet,260.76,4.7619,13.038,8.5,evening,Thursday,February
420-97-3340,2019-03-28 0:00:00,15:30:00,Credit card,215.04,4.7619,10.752,9.2,afternoon,Thursday,March
436-54-4512,2019-03-20 0:00:00,19:44:00,Cash,91.61,4.7619,4.5805,9.8,evening,Wednesday,March
670-79-6321,2019-01-17 0:00:00,15:27:00,Credit card,662.13,4.7619,33.1065,4.9,afternoon,Thursday,January
852-62-7105,2019-01-12 0:00:00,11:25:00,Credit card,832.5,4.7619,41.625,4.4,morning,Saturday,January
598-06-7312,2019-02-16 0:00:00,15:42:00,Cash,91.35,4.7619,4.5675,6.8,afternoon,Saturday,February
135-13-8269,2019-01-26 0:00:00,16:04:00,Cash,157.76,4.7619,7.888,9.1,evening,Saturday,January
816-57-2053,2019-03-09 0:00:00,12:37:00,Ewallet,121.74,4.7619,6.087,8.7,afternoon,Saturday,March
628-90-8624,2019-03-14 0:00:00,14:41:00,Cash,825.8,4.7619,41.29,5,afternoon,Thursday,March
856-66-2701,2019-01-25 0:00:00,14:19:00,Ewallet,159.9,4.7619,7.995,7.5,afternoon,Friday,January
308-39-1707,2019-01-26 0:00:00,18:19:00,Credit card,12.09,4.7619,0.6045,8.2,evening,Saturday,January
149-61-1929,2019-01-19 0:00:00,14:08:00,Credit card,641.9,4.7619,32.095,6.7,afternoon,Saturday,January
655-07-2265,2019-03-05 0:00:00,16:38:00,Ewallet,234.93,4.7619,11.7465,5.4,evening,Tuesday,March
589-02-8023,2019-01-15 0:00:00,10:54:00,Credit card,167.54,4.7619,8.377,7,morning,Tuesday,January
420-04-7590,2019-03-18 0:00:00,11:29:00,Ewallet,299.1,4.7619,14.955,4.7,morning,Monday,March
182-88-2763,2019-03-20 0:00:00,19:28:00,Credit card,239.73,4.7619,11.9865,5,evening,Wednesday,March
188-55-0967,2019-01-15 0:00:00,15:01:00,Credit card,664.7,4.7619,33.235,5,afternoon,Tuesday,January
610-46-4100,2019-03-03 0:00:00,20:31:00,Credit card,202.65,4.7619,10.1325,6,evening,Sunday,March
318-81-2368,2019-03-19 0:00:00,12:16:00,Cash,46.2,4.7619,2.31,6.3,afternoon,Tuesday,March
364-33-8584,2019-03-08 0:00:00,15:27:00,Cash,88.15,4.7619,4.4075,8.5,afternoon,Friday,March
665-63-9737,2019-02-27 0:00:00,17:36:00,Ewallet,157.26,4.7619,7.863,7.5,evening,Wednesday,February
695-09-5146,2019-02-23 0:00:00,20:00:00,Ewallet,296.37,4.7619,14.8185,6.4,evening,Saturday,February
155-45-3814,2019-03-19 0:00:00,15:29:00,Ewallet,708.4,4.7619,35.42,4.7,afternoon,Tuesday,March
794-32-2436,2019-03-27 0:00:00,15:08:00,Ewallet,111.34,4.7619,5.567,6,afternoon,Wednesday,March
131-15-8856,2019-03-30 0:00:00,19:26:00,Credit card,580.16,4.7619,29.008,4,evening,Saturday,March
273-84-2164,2019-02-16 0:00:00,15:53:00,Ewallet,60.25,4.7619,3.0125,5.5,afternoon,Saturday,February
706-36-6154,2019-01-18 0:00:00,18:43:00,Ewallet,174.24,4.7619,8.712,8.7,evening,Friday,January
778-89-7974,2019-03-30 0:00:00,14:58:00,Cash,421.26,4.7619,21.063,7.4,afternoon,Saturday,March
574-31-8277,2019-03-20 0:00:00,19:55:00,Cash,33.63,4.7619,1.6815,5.6,evening,Wednesday,March
859-71-0933,2019-01-16 0:00:00,15:10:00,Cash,30.98,4.7619,1.549,6.3,afternoon,Wednesday,January
740-11-5257,2019-02-24 0:00:00,16:44:00,Cash,247.4,4.7619,12.37,7.1,evening,Sunday,February
369-82-2676,2019-01-15 0:00:00,18:22:00,Ewallet,378.3,4.7619,18.915,7.8,evening,Tuesday,January
563-47-4072,2019-01-22 0:00:00,11:52:00,Cash,334.86,4.7619,16.743,9.9,morning,Tuesday,January
742-04-5161,2019-02-03 0:00:00,17:24:00,Cash,727.8,4.7619,36.39,7.3,evening,Sunday,February
149-15-7606,2019-03-06 0:00:00,15:31:00,Ewallet,335.88,4.7619,16.794,5.1,afternoon,Wednesday,March
133-77-3154,2019-02-16 0:00:00,18:04:00,Credit card,240.72,4.7619,12.036,9.4,evening,Saturday,February
169-52-4504,2019-03-14 0:00:00,14:13:00,Credit card,47.07,4.7619,2.3535,5.8,afternoon,Thursday,March
250-81-7186,2019-02-27 0:00:00,10:23:00,Credit card,99.69,4.7619,4.9845,8,morning,Wednesday,February
562-12-5430,2019-01-18 0:00:00,10:11:00,Ewallet,264.45,4.7619,13.2225,7.9,morning,Friday,January
816-72-8853,2019-01-29 0:00:00,15:48:00,Cash,139.65,4.7619,6.9825,5.9,afternoon,Tuesday,January
491-38-3499,2019-02-26 0:00:00,17:46:00,Credit card,55.45,4.7619,2.7725,4.9,evening,Tuesday,February
322-02-2271,2019-02-03 0:00:00,11:46:00,Cash,128.91,4.7619,6.4455,9.3,morning,Sunday,February
842-29-4695,2019-01-16 0:00:00,12:07:00,Credit card,119.98,4.7619,5.999,7.9,afternoon,Wednesday,January
725-67-2480,2019-03-24 0:00:00,18:14:00,Credit card,352.5,4.7619,17.625,5.9,evening,Sunday,March
641-51-2661,2019-02-12 0:00:00,14:45:00,Credit card,871,4.7619,43.55,9.9,afternoon,Tuesday,February
714-02-3114,2019-02-21 0:00:00,11:39:00,Cash,197.6,4.7619,9.88,7.7,morning,Thursday,February
518-17-2983,2019-02-04 0:00:00,15:44:00,Ewallet,194.52,4.7619,9.726,7.6,afternoon,Monday,February
779-42-2410,2019-02-20 0:00:00,13:06:00,Ewallet,173.22,4.7619,8.661,7.7,afternoon,Wednesday,February
190-14-3147,2019-02-23 0:00:00,20:43:00,Ewallet,71.88,4.7619,3.594,6.4,evening,Saturday,February
408-66-6712,2019-02-16 0:00:00,14:19:00,Ewallet,286.26,4.7619,14.313,4.4,afternoon,Saturday,February
679-22-6530,2019-01-17 0:00:00,10:01:00,Credit card,81.24,4.7619,4.062,4.1,morning,Thursday,January
588-47-8641,2019-01-14 0:00:00,19:30:00,Ewallet,560.4,4.7619,28.02,4.4,evening,Monday,January
642-61-4706,2019-03-30 0:00:00,16:34:00,Cash,186.8,4.7619,9.34,5.5,evening,Saturday,March
576-31-4774,2019-03-02 0:00:00,13:10:00,Ewallet,220.23,4.7619,11.0115,4,afternoon,Saturday,March
556-41-6224,2019-02-15 0:00:00,17:10:00,Credit card,269.12,4.7619,13.456,9.3,evening,Friday,February
811-03-8790,2019-03-01 0:00:00,10:22:00,Credit card,454.8,4.7619,22.74,4.8,morning,Friday,March
242-11-3142,2019-02-24 0:00:00,19:57:00,Cash,167.54,4.7619,8.377,4.6,evening,Sunday,February
752-23-3760,2019-02-19 0:00:00,19:29:00,Credit card,448.56,4.7619,22.428,7.3,evening,Tuesday,February
274-05-5470,2019-02-23 0:00:00,18:30:00,Cash,293.88,4.7619,14.694,6,evening,Saturday,February
648-94-3045,2019-02-07 0:00:00,14:27:00,Ewallet,589.5,4.7619,29.475,8.1,afternoon,Thursday,February
130-67-4723,2019-01-11 0:00:00,13:57:00,Ewallet,291,4.7619,14.55,9.4,afternoon,Friday,January
528-87-5606,2019-02-12 0:00:00,19:43:00,Cash,39.48,4.7619,1.974,6.5,evening,Tuesday,February
320-85-2052,2019-01-14 0:00:00,10:11:00,Credit card,34.81,4.7619,1.7405,7,morning,Monday,January
370-96-0655,2019-01-09 0:00:00,13:46:00,Ewallet,295.92,4.7619,14.796,7.1,afternoon,Wednesday,January
105-10-6182,2019-02-27 0:00:00,12:22:00,Ewallet,42.96,4.7619,2.148,6.6,afternoon,Wednesday,February
510-79-0415,2019-01-24 0:00:00,19:20:00,Ewallet,138.48,4.7619,6.924,4.9,evening,Thursday,January
241-96-5076,2019-01-08 0:00:00,12:58:00,Credit card,98.2,4.7619,4.91,6.4,afternoon,Tuesday,January
767-97-4650,2019-01-08 0:00:00,11:59:00,Credit card,129.66,4.7619,6.483,8,morning,Tuesday,January
648-83-1321,2019-01-16 0:00:00,17:59:00,Cash,635.6,4.7619,31.78,4.3,evening,Wednesday,January
173-57-2300,2019-03-13 0:00:00,12:51:00,Cash,145.76,4.7619,7.288,6.1,afternoon,Wednesday,March
305-03-2383,2019-02-15 0:00:00,10:36:00,Cash,201.3,4.7619,10.065,7.5,morning,Friday,February
394-55-6384,2019-01-25 0:00:00,13:38:00,Cash,631.71,4.7619,31.5855,6.7,afternoon,Friday,January
266-20-6657,2019-03-12 0:00:00,19:39:00,Ewallet,385.28,4.7619,19.264,5.2,evening,Tuesday,March
689-05-1884,2019-03-04 0:00:00,12:44:00,Cash,486.3,4.7619,24.315,8.8,afternoon,Monday,March
196-01-2849,2019-02-10 0:00:00,13:56:00,Cash,513.66,4.7619,25.683,9.5,afternoon,Sunday,February
372-62-5264,2019-01-16 0:00:00,14:42:00,Cash,473.4,4.7619,23.67,7.6,afternoon,Wednesday,January
800-09-8606,2019-01-29 0:00:00,19:45:00,Cash,436.85,4.7619,21.8425,6.6,evening,Tuesday,January
182-52-7000,2019-01-01 0:00:00,20:26:00,Ewallet,108.16,4.7619,5.408,6.9,evening,Tuesday,January
826-58-8051,2019-01-06 0:00:00,19:46:00,Ewallet,248.76,4.7619,12.438,4.3,evening,Sunday,January
868-06-0466,2019-02-19 0:00:00,19:38:00,Credit card,626.22,4.7619,31.311,7.8,evening,Tuesday,February
751-41-9720,2019-01-12 0:00:00,16:18:00,Ewallet,975,4.7619,48.75,8,evening,Saturday,January
626-43-7888,2019-02-07 0:00:00,12:23:00,Ewallet,483.28,4.7619,24.164,9.6,afternoon,Thursday,February
176-64-7711,2019-03-27 0:00:00,19:11:00,Credit card,96.96,4.7619,4.848,4.3,evening,Wednesday,March
191-29-0321,2019-02-27 0:00:00,18:57:00,Credit card,197.7,4.7619,9.885,5,evening,Wednesday,February
729-06-2010,2019-01-06 0:00:00,11:18:00,Cash,724.23,4.7619,36.2115,9.2,morning,Sunday,January
640-48-5028,2019-03-02 0:00:00,12:40:00,Cash,795.51,4.7619,39.7755,6.3,afternoon,Saturday,March
186-79-9562,2019-03-29 0:00:00,14:06:00,Cash,502.39,4.7619,25.1195,8.9,afternoon,Friday,March
834-45-5519,2019-01-31 0:00:00,20:48:00,Ewallet,172,4.7619,8.6,7.6,evening,Thursday,January
162-65-8559,2019-01-21 0:00:00,20:13:00,Cash,68.98,4.7619,3.449,4.8,evening,Monday,January
760-27-5490,2019-01-20 0:00:00,20:37:00,Ewallet,124.96,4.7619,6.248,9.1,evening,Sunday,January
445-30-9252,2019-01-17 0:00:00,17:59:00,Ewallet,77.1,4.7619,3.855,6.1,evening,Thursday,January
786-94-2700,2019-02-28 0:00:00,20:18:00,Cash,483.72,4.7619,24.186,9.1,evening,Thursday,February
